From	To
Q13642	2273
Q13651	3587
Q13702	5913
Q13705	93
Q13724	7841
Q13765	4666
Q13769	8563
Q13794	5366
Q13796	357
Q13822	5168
Q13825	549
Q13868	23404
Q13873	659
Q13886	687
Q13889	2967
Q13907	3422
Q13950	860
Q14004	8621
Q14028	1258
Q14032	570
Q14103	3184
Q14114	7804
Q14116	3606
Q14117	1807
Q14118	1605
Q14126	1829
Q14137	23246
Q14145	9817
Q14159	23514
Q14191	7486
Q14194	1400
Q14197	3396
Q14204	1778
Q14213	10148
Q14240	1974
Q14247	2017
Q14249	2021
Q14254	2319
Q14258	7706
Q14289	2185
Q14296	10922
Q14331	2483
Q14332	2535
Q14353	2593
Q14376	2582
Q14393	2621
Q14416	2912
Q14457	8678
Q14469	3280
Q14493	7884
Q14507	10876
Q14508	10406
Q14524	6331
Q14563	10371
Q14573	3710
Q14587	10795
Q14623	3549
Q14653	3661
Q14671	9698
Q14674	9700
Q14676	9656
Q14678	23189
Q14679	9654
Q14683	8243
Q14691	9837
Q14697	23193
Q14699	23180
Q14721	3745
Q14728	10227
Q14749	27232
Q14764	9961
Q14766	4052
Q14781	84733
Q14790	841
Q147X3	122830
Q14831	2917
Q14894	1428
Q14896	4607
Q14914	22949
Q14953	3810
Q14974	3837
Q14980	4926
Q15007	9589
Q15019	4735
Q15020	9733
Q15021	9918
Q15025	10318
Q15041	23204
Q15042	22930
Q15046	3735
Q15049	23209
Q15058	9928
Q15063	10631
Q15070	5018
Q15075	8411
Q15077	5031
Q15109	177
Q15116	5133
Q15118	5163
Q15119	5164
Q15124	5239
Q15126	10654
Q15139	5587
Q15154	5108
Q15166	5446
Q15172	5525
Q15173	5526
Q15181	5464
Q15257	5524
Q15274	23475
Q15303	2066
Q15306	3662
Q15326	10771
Q15365	5093
Q15388	9804
Q15389	284
Q15392	1718
Q15397	9933
Q15431	6847
Q15465	6469
Q15475	6495
Q15477	6499
Q15485	2220
Q15493	9104
Q15545	6879
Q15554	7014
Q15596	10499
Q15633	6895
Q15648	5469
Q15672	7291
Q15691	22919
Q15722	1241
Q15726	3814
Q15738	50814
Q15746	4638
Q15762	10666
Q15788	8648
Q15796	4087
Q15797	4086
Q15800	6307
Q15819	7336
Q15831	6794
Q15833	6813
Q15836	9341
Q15847	10974
Q15848	9370
Q15904	537
Q15907	9230
Q16134	2110
Q16206	10495
Q16222	6675
Q16236	4780
Q16288	4916
Q16394	2131
Q16512	5585
Q16515	40
Q16518	6121
Q16526	1407
Q16533	6617
Q16543	11140
Q16552	3605
Q16566	814
Q16568	9607
Q16572	6572
Q16581	719
Q16594	6880
Q16595	2395
Q16602	10203
Q16610	1893
Q16613	15
Q16620	4915
Q16623	6804
Q16635	6901
Q16647	5740
Q16650	10716
Q16665	3091
Q16671	269
Q16676	2297
Q16678	1545
Q16698	1666
Q16719	8942
Q16739	7357
Q16762	7263
Q16769	25797
Q16773	883
Q16774	2987
Q16795	4704
Q16798	10873
Q16819	4224
Q16827	5800
Q16831	7378
Q16842	6483
Q16849	5798
Q16851	7360
Q16854	1716
Q16864	9296
Q16873	4056
Q16878	1036
Q16880	7368
Q16881	7296
Q17RS7	348654
Q17RY0	80315
Q19AV6	125150
Q1EHB4	159963
Q1HG43	90527
Q1W4C9	153218
Q1ZZU3	375757
Q29980	4277
Q29983	100507436
Q2KJY2	55083
Q2M1V0	91464
Q2M3G0	340273
Q2MV58	79600
Q2NKJ3	80169
Q2PZI1	23333
Q2QD12	729020
Q2TAA5	440138
Q2TAC6	124602
Q2TB90	80201
Q30201	3077
Q32MK0	91807
Q32NB8	9489
Q32P28	64175
Q32P41	57570
Q3KNW5	345274
Q3KP22	283129
Q3LIE5	56985
Q3LXA3	26007
Q3MII6	4943
Q3MIR4	161291
Q3SXY8	200894
Q3SY77	167127
Q3T906	79158
Q3ZCV2	163747
Q495M3	153201
Q49AM1	80298
Q49AN0	1408
Q4AC94	26005
Q4ADV7	57589
Q4G0M1	151176
Q4G0P3	54768
Q4G0X9	55036
Q4G176	197322
Q4KMG0	50937
Q4KMQ2	196527
Q4KWH8	23007
Q4U2R8	9356
Q4V9L6	338773
Q4VCS5	154796
Q53EL6	27250
Q53ET0	200186
Q53EU6	84803
Q53GD3	80736
Q53GL7	84875
Q53H12	55750
Q53H47	6419
Q53HV7	23583
Q53T94	9014
Q53TN4	79901
Q562F6	151246
Q567V2	84769
Q587J7	91646
Q58F21	676
Q58HT5	158833
Q59H18	100526835
Q59H18	51086
Q5D1E8	80149
Q5EB52	4232
Q5EBL4	353116
Q5EBM0	129607
Q5FBB7	151648
Q5GAN6	338879
Q5H8A4	54872
Q5HYJ3	143684
Q5HYK3	84274
Q5JPH6	124454
Q5JTC6	139285
Q5JTJ3	388753
Q5JTZ9	57505
Q5JWF2	2778
Q5KU26	81035
Q5MY95	377841
Q5NUL3	338557
Q5PSV4	84312
Q5QJU3	340485
Q5RKV6	118460
Q5S007	120892
Q5SNT2	199953
Q5SQI0	79969
Q5SRI9	79694
Q5SSJ5	50809
Q5SW24	168002
Q5SW96	26119
Q5SY16	79707
Q5T011	23334
Q5T0T0	220972
Q5T0W9	222584
Q5T1C6	117145
Q5T1S8	400746
Q5T2D3	23252
Q5T2R2	23590
Q5T2W1	5174
Q5T4F7	6425
Q5T5U3	57584
Q5T6J7	414328
Q5T8D3	91452
Q5T9L3	79971
Q5TA50	80772
Q5TA89	388585
Q5TAT6	1305
Q5TAX3	23318
Q5TB80	22832
Q5TBA9	10129
Q5TBB1	79621
Q5TC82	149041
Q5TCS8	221264
Q5TCZ1	9644
Q5TD94	345895
Q5THJ4	55187
Q5TZA2	9696
Q5VIR6	55275
Q5VT66	64757
Q5VU57	84871
Q5VV42	54901
Q5VVJ2	114803
Q5VVQ6	55432
Q5VVY1	149281
Q5VWP3	90523
Q5VWQ8	153090
Q5VZM2	10325
Q5W0Q7	10208
Q5XG87	11044
Q5XKP0	125988
Q63HM1	125061
Q63HN8	57674
Q63HQ0	55435
Q63HR2	23371
Q641Q3	284207
Q643R3	254531
Q658P3	55240
Q66K74	55201
Q66K89	1877
Q676U5	55054
Q68CP4	138050
Q68CZ1	23322
Q68DV7	54894
Q68E01	65123
Q68G74	431707
Q6DKJ4	64359
Q6F5E8	146206
Q6FHJ7	6424
Q6HA08	431705
Q6I9Y2	80145
Q6IAA8	55004
Q6IB77	10249
Q6ICG8	164684
Q6IN84	79922
Q6IQ19	126731
Q6IQ23	144100
Q6ISB3	79977
Q6J4K2	80024
Q6KC79	25836
Q6KF10	392255
Q6L9W6	283358
Q6MZQ0	79899
Q6MZW2	23105
Q6N021	54790
Q6N022	26011
Q6NS38	121642
Q6NSJ5	80131
Q6NUI6	150356
Q6NUM9	54884
Q6NUP7	57718
Q6NUQ1	60561
Q6NUS8	133688
Q6NVU6	402682
Q6NVY1	26275
Q6NXT1	129138
Q6NYC1	23210
Q6P087	285367
Q6P1A2	10162
Q6P1M0	10999
Q6P1Q9	55798
Q6P1X5	6873
Q6P587	81889
Q6P5W5	55630
Q6P988	147111
Q6PCB7	376497
Q6PCE3	283209
Q6PD62	9646
Q6PI25	254263
Q6PI26	55164
Q6PI48	55157
Q6PIF6	4648
Q6PIY7	167153
Q6PIZ9	50852
Q6PXP3	155184
Q6Q759	200162
Q6Q788	116519
Q6QHF9	196743
Q6QNY0	388552
Q6TGC4	353238
Q6U841	57282
Q6UW63	79070
Q6UW78	790955
Q6UWB1	9466
Q6UWE0	90678
Q6UWF3	388325
Q6UWH6	113419
Q6UWM5	256710
Q6UWX4	79802
Q6UX06	10562
Q6UX39	401138
Q6UXB4	339390
Q6UXG2	57535
Q6UXG3	146894
Q6UXH0	55908
Q6UXL0	53833
Q6UXM1	121227
Q6UXZ4	137970
Q6VMQ6	55729
Q6VVX0	120227
Q6W0C5	359787
Q6W2J9	54880
Q6WRX3	440590
Q6X4U4	25928
Q6YBV0	120103
Q6YP21	56267
Q6ZMB0	192134
Q6ZMC9	284266
Q6ZMD2	201305
Q6ZMJ2	286133
Q6ZMT4	80853
Q6ZNB7	392636
Q6ZNE5	22863
Q6ZP29	54896
Q6ZP65	92558
Q6ZQY3	339896
Q6ZRF8	388591
Q6ZRQ5	253714
Q6ZSY5	89801
Q6ZT12	130507
Q6ZTI6	100533183
Q6ZTI6	144347
Q6ZTW0	91978
Q6ZUJ8	118788
Q6ZVD7	219736
Q6ZVK8	79873
Q6ZVN8	148738
Q6ZVW7	400935
Q6ZW49	22976
Q6ZWH5	152110
Q6ZWJ1	252983
Q709C8	54832
Q70CQ1	25862
Q70EL4	124739
Q70HW3	115286
Q70JA7	337876
Q71SY5	81857
Q76EJ3	11046
Q7KZN9	1355
Q7L0X0	9865
Q7L0Y3	54931
Q7L1S5	83539
Q7L266	80150
Q7L2E3	22907
Q7L2H7	10480
Q7L2J0	56257
Q7L4E1	84895
Q7L523	10670
Q7L5A8	79152
Q7L5Y1	55556
Q7L8L6	60493
Q7L8W6	89978
Q7LFX5	51363
Q7LG56	50484
Q7LGA3	9653
Q7LGC8	9469
Q7RTU3	167826
Q7RTU7	642658
Q7RTX0	83756
Q7Z2E3	54840
Q7Z2T5	81627
Q7Z2W4	56829
Q7Z2X4	55022
Q7Z2Y5	203447
Q7Z333	23064
Q7Z3Z4	143689
Q7Z434	57506
Q7Z443	342372
Q7Z460	23332
Q7Z494	27031
Q7Z4I7	55679
Q7Z4P5	151449
Q7Z4W1	51181
Q7Z5G4	51125
Q7Z5H4	317705
Q7Z5Q1	132864
Q7Z5W3	144233
Q7Z624	79823
Q7Z698	200734
Q7Z6K4	441478
Q7Z6R9	83741
Q7Z6V5	134637
Q7Z7A4	54899
Q7Z7C7	346673
Q7Z7J9	55450
Q7Z7M0	1954
Q86SE8	10361
Q86SG6	284086
Q86SP6	344758
Q86SQ9	79947
Q86SU0	286676
Q86TH1	9719
Q86TL0	84971
Q86TN4	83707
Q86TU7	84193
Q86U28	122961
Q86U44	56339
Q86U70	8861
Q86U90	79693
Q86UD5	133308
Q86UE8	11011
Q86UK0	26154
Q86UL3	137964
Q86UP6	50624
Q86US8	23293
Q86UT5	79849
Q86V21	65985
Q86V24	79602
Q86V48	7798
Q86VD7	284439
Q86VD9	80235
Q86VE9	256987
Q86VI3	128239
Q86VL8	146802
Q86VN1	51028
Q86VS8	84376
Q86VZ5	259230
Q86W33	131601
Q86W50	79066
Q86W56	670
Q86W56	8505
Q86WA6	670
Q86WG3	85300
Q86WU2	197257
Q86WV6	340061
Q86X24	84072
Q86X29	51599
Q86X55	10498
Q86X76	4817
Q86XE5	112817
Q86XF0	200895
Q86XR7	100302736
Q86XR7	353376
Q86XX4	80144
Q86Y07	7444
Q86YC3	375387
Q86YJ6	55258
Q86YM7	9456
Q86YN1	57171
Q86YS3	84440
Q86YT5	284111
Q86YT9	120425
Q86YV0	64926
Q86YV9	79803
Q86YZ3	388697
Q8HWS3	222546
Q8IU54	282618
Q8IU57	163702
Q8IU60	167227
Q8IU85	57118
Q8IUR6	153222
Q8IV01	91683
Q8IV16	338328
Q8IV36	283987
Q8IV76	139135
Q8IV77	1262
Q8IVH4	166785
Q8IVL1	89797
Q8IVM8	114571
Q8IVS8	132158
Q8IVW8	124976
Q8IW45	55739
Q8IWB6	56155
Q8IWE5	23207
Q8IWJ2	9648
Q8IWQ3	9024
Q8IWU2	22853
Q8IWU5	55959
Q8IWV7	197131
Q8IWW8	137872
Q8IWX5	130367
Q8IWZ6	55212
Q8IX03	23286
Q8IX07	161882
Q8IX21	55719
Q8IXH6	58476
Q8IXJ6	22933
Q8IXJ9	171023
Q8IXL6	56975
Q8IXN7	284716
Q8IXQ6	83666
Q8IXQ9	254013
Q8IXT2	63946
Q8IXW5	79871
Q8IY18	23137
Q8IY31	90410
Q8IY81	117246
Q8IY92	84464
Q8IYB7	129563
Q8IYB8	6832
Q8IYI6	149371
Q8IYL2	152992
Q8IYT2	55783
Q8IYU8	221154
Q8IYW2	54777
Q8IYW5	165918
Q8IZC6	85301
Q8IZD4	196513
Q8IZQ8	93649
Q8IZT6	259266
Q8IZU8	92126
Q8IZU9	84623
Q8IZY2	10347
Q8N0W3	197258
Q8N0X2	79582
Q8N0X4	171425
Q8N0X7	23111
Q8N108	57708
Q8N111	51286
Q8N131	114908
Q8N137	116840
Q8N157	54806
Q8N159	162417
Q8N163	57805
Q8N187	79800
Q8N1B4	6293
Q8N1G2	23070
Q8N1G4	57470
Q8N1I0	9732
Q8N1K5	387357
Q8N1N2	284254
Q8N205	163183
Q8N271	150696
Q8N2A8	201164
Q8N2K0	26090
Q8N2Q7	22871
Q8N335	23171
Q8N3F8	85377
Q8N3R9	64398
Q8N427	51314
Q8N441	53834
Q8N474	6422
Q8N4J0	138199
Q8N4L4	374768
Q8N4P3	374659
Q8N4Q1	131474
Q8N543	55239
Q8N5D0	23038
Q8N5D6	26301
Q8N5M9	84522
Q8N5Z0	51166
Q8N635	254528
Q8N661	255043
Q8N695	160728
Q8N6G5	55454
Q8N6L0	147872
Q8N6P7	58985
Q8N6S4	81573
Q8N6T7	51548
Q8N726	1029
Q8N841	284076
Q8N884	115004
Q8N8Q3	284131
Q8N8Q8	285521
Q8N8V4	257629
Q8N907	199699
Q8N9B5	133746
Q8N9F0	339983
Q8N9L9	122970
Q8N9M5	284114
Q8NA29	84879
Q8NAT2	163589
Q8NAX2	126695
Q8NB37	347862
Q8NB78	221656
Q8NBI3	374946
Q8NBL1	56983
Q8NBN7	112724
Q8NBP7	255738
Q8NBQ5	51170
Q8NBS3	83959
Q8NBZ7	80146
Q8NCC3	23659
Q8NCH0	113189
Q8NCN5	55066
Q8NDL9	60509
Q8NDV1	256435
Q8NDV7	27327
Q8NDX2	246213
Q8NE22	133383
Q8NE35	22849
Q8NE62	55349
Q8NE79	11149
Q8NE86	90550
Q8NER5	130399
Q8NET8	162514
Q8NEV4	53904
Q8NEV9	246778
Q8NF37	79888
Q8NF50	81704
Q8NFF5	80308
Q8NFG4	201163
Q8NFQ8	163590
Q8NFU5	253430
Q8NFW8	55907
Q8NFZ5	79155
Q8NG08	92797
Q8NG66	79858
Q8NG68	150465
Q8NHG7	258010
Q8NHL6	10859
Q8NHM5	84678
Q8NHX9	219931
Q8NHY0	124872
Q8NI77	81930
Q8TAF3	57599
Q8TAM2	123016
Q8TAM6	57471
Q8TAT6	55666
Q8TAU0	159296
Q8TAV3	54905
Q8TAX0	130497
Q8TB61	347734
Q8TBC4	9039
Q8TBE9	140838
Q8TBG4	64850
Q8TC57	130951
Q8TC59	55124
Q8TC71	132671
Q8TCD5	30833
Q8TCD6	493911
Q8TCS8	87178
Q8TCT1	162466
Q8TCT9	81502
Q8TCY5	56246
Q8TD16	23299
Q8TD30	84706
Q8TD43	54795
Q8TDB4	84709
Q8TDH9	63915
Q8TDI0	26038
Q8TDI7	117532
Q8TDM6	9231
Q8TDN7	125981
Q8TDQ0	84868
Q8TDS4	338442
Q8TDS5	165140
Q8TDU6	151306
Q8TDX5	130013
Q8TDX6	55790
Q8TEB9	84236
Q8TEK3	84444
Q8TF17	79628
Q8TF76	83903
Q8WTR2	142679
Q8WTR4	81544
Q8WU20	10818
Q8WU39	51237
Q8WUD6	56994
Q8WUJ0	6815
Q8WUK0	114971
Q8WUM4	10015
Q8WUM9	6574
Q8WV24	22822
Q8WVB3	284004
Q8WVC0	123169
Q8WVV5	10385
Q8WVX9	84188
Q8WWM7	11273
Q8WWM9	114757
Q8WWQ2	60495
Q8WWR8	129807
Q8WWT9	64849
Q8WWY3	26121
Q8WWZ8	170392
Q8WXC3	260434
Q8WXD0	122042
Q8WXG1	91543
Q8WXH0	23224
Q8WXW3	10464
Q8WXX0	56171
Q8WXX7	26053
Q8WY64	29116
Q8WYA6	56259
Q8WYL5	54434
Q8WYQ5	54487
Q8WZ04	220074
Q8WZ73	117584
Q92481	7021
Q92499	1653
Q92503	6397
Q92519	28951
Q92521	9488
Q92538	8729
Q92551	9807
Q92570	8013
Q92574	7248
Q92581	10479
Q92597	10397
Q92598	10808
Q92600	9125
Q92608	1794
Q92611	9695
Q92614	399687
Q92616	10985
Q92622	9711
Q92633	1902
Q92673	6653
Q92685	10195
Q92692	5819
Q92731	2100
Q92736	6262
Q92748	7069
Q92752	7143
Q92765	2487
Q92766	6239
Q92769	3066
Q92786	5629
Q92819	3037
Q92820	8836
Q92824	5125
Q92830	2648
Q92835	3635
Q92838	1896
Q92845	22920
Q92847	2693
Q92854	10507
Q92858	474
Q92874	1775
Q92879	10658
Q92887	1244
Q92900	5976
Q92902	3257
Q92904	1618
Q92908	2627
Q92911	6528
Q92934	572
Q92945	8570
Q92947	2639
Q92949	2302
Q92956	8764
Q92959	6578
Q92979	10436
Q92982	4814
Q92985	3665
Q92989	10978
Q92990	11146
Q92995	8975
Q93009	7874
Q93045	11075
Q93088	635
Q95460	3140
Q969G2	89884
Q969G5	112464
Q969G6	55312
Q969G9	85407
Q969H0	55294
Q969I3	92292
Q969J5	116379
Q969K3	80196
Q969N4	83551
Q969Q6	55012
Q969S0	84912
Q969V1	84539
Q969X1	64114
Q969X6	84916
Q96A11	89792
Q96A59	91862
Q96A70	113451
Q96AA3	91869
Q96AD5	57104
Q96AH8	338382
Q96AP0	65057
Q96AZ6	3669
Q96B67	57561
Q96BF6	138151
Q96BK5	54984
Q96C23	130589
Q96C86	28960
Q96CA5	79444
Q96CD2	60490
Q96CG8	115908
Q96CN4	115704
Q96CQ1	55186
Q96CW5	10426
Q96D96	84329
Q96DB9	53827
Q96DC9	78990
Q96DE0	131870
Q96DP5	123263
Q96DZ5	25999
Q96E22	116150
Q96E52	115209
Q96EB6	23411
Q96EH3	115416
Q96EK6	64841
Q96EM0	112849
Q96EN8	55034
Q96EP0	55072
Q96EU6	88745
Q96EU7	29071
Q96EY5	93343
Q96EY8	326625
Q96F10	112483
Q96F25	199857
Q96F81	84976
Q96F86	80153
Q96FI4	79661
Q96FJ2	140735
Q96FV9	9984
Q96FZ5	112616
Q96FZ7	79643
Q96G01	636
Q96G03	55276
Q96G23	29956
Q96GD0	57026
Q96GJ1	79979
Q96GX5	84930
Q96GX9	51074
Q96H20	11267
Q96H72	91252
Q96HA8	55093
Q96HA9	92960
Q96HF1	6423
Q96HI0	205564
Q96HR9	92840
Q96HS1	192111
Q96I15	51540
Q96I23	100996939
Q96IV0	55768
Q96IZ0	5074
Q96IZ5	55285
Q96J02	83737
Q96J66	85320
Q96J92	65266
Q96JA3	84725
Q96JB5	80279
Q96JC1	23339
Q96JD6	83592
Q96KG7	84466
Q96KN8	117245
Q96KN9	219770
Q96KP4	55748
Q96KS0	112398
Q96KW9	122258
Q96L58	126792
Q96L73	64324
Q96L92	81609
Q96L93	55614
Q96LA8	55170
Q96LB1	117194
Q96LR9	81575
Q96LT4	142891
Q96LU5	196294
Q96MC2	92749
Q96MC5	89927
Q96MT3	144165
Q96N76	131669
Q96NA2	83547
Q96NB3	91603
Q96NE9	122786
Q96NT5	113235
Q96NU7	144193
Q96NW4	84079
Q96NX5	57172
Q96P20	114548
Q96P48	116985
Q96P71	63941
Q96PC2	117283
Q96PD4	112744
Q96PE1	25960
Q96PE7	84693
Q96PH1	79400
Q96PM9	25946
Q96PN6	55811
Q96PP8	115362
Q96Q07	114781
Q96Q11	51095
Q96Q83	221120
Q96Q89	9585
Q96Q91	83697
Q96QD8	54407
Q96QE2	114134
Q96QS1	10077
Q96QS3	170302
Q96QU6	84680
Q96RD7	24145
Q96RI1	9971
Q96RK4	585
Q96RQ3	56922
Q96RQ9	259307
Q96RS0	96764
Q96RT1	55914
Q96S06	64788
Q96S42	4838
Q96S44	112858
Q96S79	91608
Q96SF7	6913
Q96ST2	55677
Q96ST3	25942
Q96SZ5	84890
Q96SZ6	51654
Q96T49	26051
Q96T52	83943
Q96T53	619373
Q96T60	11284
Q96T66	349565
Q96T83	84679
Q99075	1839
Q99250	6326
Q99259	2571
Q99424	8309
Q99447	5833
Q99453	8929
Q99459	988
Q99470	6388
Q99489	8528
Q99497	11315
Q99500	1903
Q99502	2138
Q99523	6272
Q99527	2852
Q99538	5641
Q99570	30849
Q99572	5027
Q99575	10940
Q99584	6284
Q99593	6910
Q99624	10991
Q99643	6391
Q99653	11261
Q99684	2672
Q99685	11343
Q99697	5308
Q99714	3028
Q99715	1303
Q99726	7781
Q99728	580
Q99731	6363
Q99758	21
Q99801	4824
Q99808	2030
Q99816	7251
Q99828	10519
Q99835	6608
Q99853	27023
Q99884	6534
Q99966	4435
Q99972	4653
Q99986	7443
Q9BPW9	10170
Q9BQ15	79035
Q9BQ52	60528
Q9BQ95	51295
Q9BQC3	1802
Q9BQE4	55829
Q9BQG0	10514
Q9BQG2	83594
Q9BQI3	27102
Q9BQT8	89874
Q9BR26	128506
Q9BR39	57158
Q9BRD0	84811
Q9BRG1	84313
Q9BRI3	7780
Q9BRJ9	55897
Q9BRK0	51308
Q9BRK5	51150
Q9BRP7	91893
Q9BRP8	84305
Q9BRQ0	90780
Q9BRR6	83440
Q9BRV3	55974
Q9BRX2	53918
Q9BSD3	83695
Q9BSE2	84283
Q9BSE5	79814
Q9BSI4	26277
Q9BSK2	84275
Q9BSK4	55527
Q9BSQ5	83605
Q9BT04	80199
Q9BT17	92170
Q9BT22	56052
Q9BT40	51763
Q9BT67	80762
Q9BTA9	51322
Q9BTE6	100885850
Q9BTE6	80755
Q9BTL3	83640
Q9BTU6	55361
Q9BTV6	92715
Q9BTX1	55706
Q9BTZ2	10901
Q9BU02	79178
Q9BU40	91851
Q9BU70	51531
Q9BU89	83475
Q9BUB4	23536
Q9BUL8	11235
Q9BUR4	55135
Q9BV10	79087
Q9BV35	79085
Q9BV40	8673
Q9BV68	55658
Q9BV79	51102
Q9BV81	83460
Q9BV86	28989
Q9BV94	55741
Q9BVG9	81490
Q9BVK2	79053
Q9BVM4	87769
Q9BVW5	54962
Q9BW60	64834
Q9BW91	53343
Q9BW92	80222
Q9BWF3	5936
Q9BWW4	23648
Q9BX59	55080
Q9BX63	83990
Q9BX66	10580
Q9BX67	83700
Q9BX79	64220
Q9BX95	81537
Q9BXB1	55366
Q9BXC9	583
Q9BXD5	80896
Q9BXI3	84618
Q9BXM7	65018
Q9BXP2	56996
Q9BXS1	91734
Q9BXS9	65010
Q9BY14	83639
Q9BY32	3704
Q9BY84	80824
Q9BYC5	2530
Q9BYE9	54825
Q9BYG0	84002
Q9BYG3	84365
Q9BYN0	140809
Q9BYP7	65267
Q9BYT8	57486
Q9BYV1	64902
Q9BYV7	83875
Q9BYW2	29072
Q9BZ23	80025
Q9BZE4	23560
Q9BZG9	111188157
Q9BZG9	66004
Q9BZG9	432355
Q9BZP6	27159
Q9BZR6	65078
Q9BZS1	50943
Q9BZW2	6561
Q9BZX2	7371
Q9C035	85363
Q9C0B1	79068
Q9C0C7	55626
Q9C0D2	85459
Q9C0K0	64919
Q9GZQ4	56923
Q9GZR1	26054
Q9GZT4	63826
Q9GZV1	26287
Q9GZV3	60482
Q9GZV4	56648
Q9GZV8	63978
Q9GZX6	50616
Q9GZZ1	80218
Q9GZZ9	79876
Q9H008	64077
Q9H063	84232
Q9H081	79003
Q9H082	83452
Q9H0B6	64837
Q9H0D6	22803
Q9H0E2	54472
Q9H0F6	81858
Q9H0N0	84084
Q9H0P0	51251
Q9H0Y0	83734
Q9H171	81030
Q9H1E1	84659
Q9H1K0	64145
Q9H1K1	23479
Q9H1V8	388662
Q9H1Y0	9474
Q9H1Y3	23596
Q9H201	55040
Q9H221	64241
Q9H237	64840
Q9H244	64805
Q9H255	81285
Q9H257	64170
Q9H269	64601
Q9H293	64806
Q9H299	83442
Q9H2C2	64801
Q9H2D1	81034
Q9H2D6	11078
Q9H2F3	80270
Q9H2M3	23743
Q9H2P9	51611
Q9H2W2	83881
Q9H2X0	8646
Q9H2X9	57468
Q9H334	27086
Q9H3D4	8626
Q9H3H1	54802
Q9H3H5	1798
Q9H3M7	10628
Q9H3S7	25930
Q9H444	128866
Q9H477	64080
Q9H479	64122
Q9H488	23509
Q9H4B0	64172
Q9H4B4	1263
Q9H4F1	27090
Q9H4H8	81610
Q9H4X1	28984
Q9H553	85365
Q9H598	140679
Q9H5K3	84197
Q9H5L6	79725
Q9H5P4	79955
Q9H5Y7	84189
Q9H611	80119
Q9H6D3	55113
Q9H6I2	64321
Q9H6L5	54463
Q9H6R3	79611
Q9H6R4	65083
Q9H6S1	64343
Q9H6U8	79796
Q9H772	64388
Q9H773	79077
Q9H790	64789
Q9H799	65250
Q9H7C4	81493
Q9H8P0	79644
Q9H8X2	64768
Q9H8Y5	55139
Q9H903	441024
Q9H993	79624
Q9H9E3	25839
Q9H9G7	192669
Q9H9H5	79929
Q9H9L4	54934
Q9H9P8	79944
Q9H9Y6	84172
Q9H9Z2	79727
Q9HAB3	79581
Q9HAB8	79717
Q9HAC7	79783
Q9HAQ2	64147
Q9HAS3	64078
Q9HAT2	54414
Q9HAV4	57510
Q9HAY6	53630
Q9HB63	59277
Q9HBA0	59341
Q9HBE5	50615
Q9HBG6	55764
Q9HBH1	64146
Q9HBI1	29780
Q9HBJ0	10761
Q9HBJ8	57393
Q9HBK9	57412
Q9HBY0	50508
Q9HC16	60489
Q9HC21	60386
Q9HC29	64127
Q9HC62	59343
Q9HCC8	54857
Q9HCE7	57154
Q9HCG8	57703
Q9HCJ1	56172
Q9HCK4	6092
Q9HCM2	91584
Q9HCM4	57669
Q9HCQ7	64111
Q9HCS7	56949
Q9HCU4	1952
Q9HCX3	57343
Q9HD23	57380
Q9HD26	57120
Q9HD40	51091
Q9HD42	5119
Q9HD89	56729
Q9NNW7	10587
Q9NP55	51297
Q9NP58	10058
Q9NP59	30061
Q9NP71	51085
Q9NP78	23457
Q9NP99	54210
Q9NPB1	56953
Q9NPC4	53947
Q9NPC8	10736
Q9NPF0	51293
Q9NPF2	50515
Q9NPG1	7976
Q9NPH0	51205
Q9NPI5	27231
Q9NPJ1	8195
Q9NPQ8	60626
Q9NQ11	23400
Q9NQ30	11082
Q9NQ38	11005
Q9NQ48	54585
Q9NQ66	23236
Q9NQ69	56956
Q9NQ87	26508
Q9NQ88	57103
Q9NQC3	57142
Q9NQC7	1540
Q9NQG7	89781
Q9NQQ7	51006
Q9NQR1	387893
Q9NQR4	56954
Q9NQW6	54443
Q9NQX3	10243
Q9NR00	56892
Q9NR19	55902
Q9NR45	54187
Q9NR56	4154
Q9NR97	51311
Q9NRA0	56848
Q9NRA2	26503
Q9NRC6	51332
Q9NRC8	51547
Q9NRD5	9463
Q9NRD8	50506
Q9NRI5	27185
Q9NRL2	11177
Q9NRN7	60496
Q9NRR1	54360
Q9NRX4	29085
Q9NS15	4054
Q9NS18	51022
Q9NS61	30819
Q9NS73	51562
Q9NS82	56301
Q9NS86	55915
Q9NS91	56852
Q9NSA3	56998
Q9NSC2	6299
Q9NST1	80339
Q9NT62	64422
Q9NTI2	51761
Q9NTJ5	22908
Q9NTN3	23169
Q9NTX5	55862
Q9NTX7	81847
Q9NUD9	55650
Q9NUG4	140706
Q9NUJ1	55347
Q9NUN5	55788
Q9NUN7	55331
Q9NUV7	55304
Q9NUW8	55775
Q9NUX5	25913
Q9NVC3	55238
Q9NVH0	55218
Q9NVH6	55217
Q9NVM4	54496
Q9NVW2	51132
Q9NW64	55696
Q9NWM0	54498
Q9NWS0	55011
Q9NWT6	55662
Q9NWU1	54995
Q9NWW5	54982
Q9NX02	55655
Q9NX09	54541
Q9NX62	54928
Q9NXA8	23408
Q9NXB0	54903
Q9NXL9	254394
Q9NXW9	54784
Q9NYA1	8877
Q9NYB0	54386
Q9NYF0	51339
Q9NYG8	50801
Q9NYL5	51302
Q9NYL9	29766
Q9NYP7	60481
Q9NYQ3	51179
Q9NYQ6	9620
Q9NYV6	54700
